Nom_GHT;Etablissement;Rang;Code;Groupe Plannification;Nb séjour / Séances;Nb de jours;Age moyen;% Age>75;% lourd;Transferts SSR (Nombre de séjours chainés et tranférés vers un établissement SSR) ;Etablissement SSR de transfert ;Catégorie ;Nb de transferts;is_in_GHT;transfer_interne
GHT bourgogne méridionale;CH LES CHANAUX MACON;5;K05;Cathétérismes vasculaires diagnostiques et interventionnels;1844;5878;69.7;34.7;7.75;49;Autres ES Effectif<11;;49;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;20;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;602;1722;64.2;39.4;9.63;39;Autres ES Effectif<11;;39;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;42;C06;Chir. Digestive majeure : oesophage, estomac, grêle, côlon, rectum;135;2097;69.9;38.5;68.89;39;Autres ES Effectif<11;;39;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;15;X21;Effets nocifs, alcool, toxicologie, allergies;764;3191;47.3;7.6;7.72;22;Autres ES Effectif<11;;22;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;22;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;552;2541;70.5;46.0;21.74;22;Autres ES Effectif<11;;22;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;16;X20;Psychiatrie;748;3022;51.0;25.1;16.44;20;Autres ES Effectif<11;;20;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;39;C14;Chirurgie vasculaire;152;1027;69.4;30.3;18.42;20;Autres ES Effectif<11;;20;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;30;C25;Chirurgie inter spécialités;244;1169;59.7;29.1;21.31;19;Autres ES Effectif<11;;19;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;23;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);492;2608;59.4;28.0;26.83;18;Autres ES Effectif<11;;18;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;31;X19;Fièvre, Infection, Septicémie, VIH;234;1196;60.0;35.9;33.76;17;Autres ES Effectif<11;;17;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;21;C07;Chir. Viscérale autre : rate, grêle, colon, proctologie, hernies;557;1682;48.4;14.5;8.98;16;Autres ES Effectif<11;;16;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;41;X04;Commotions cérébrales, Traumatismes crâniens;139;626;56.6;34.5;22.30;12;Autres ES Effectif<11;;12;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;32;C08;Chir. hépato-biliaire et pancréatique;219;1165;61.7;23.3;26.03;11;Autres ES Effectif<11;;11;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;37;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;178;387;63.5;26.4;7.87;11;Autres ES Effectif<11;;11;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;1;S01;Dialyse;9356;0;74.1;52.4;0.00;NA;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;2;S02;Chimiothérapie pour tumeur;3192;0;67.8;25.4;0.00;NA;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;7;N02;Aff. médicales des nouveau-nés, prématurés et de la période périnatale;1420;6547;0.0;0.0;1.34;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;9;O01;Accouchements par voie basse;1191;4906;29.9;0.0;3.02;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;10;S03;Chimiothérapie pour aff. Non tumorale;1125;0;56.7;16.8;0.00;NA;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;13;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;807;40;61.7;11.4;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;19;S05;Transfusion;661;0;74.1;53.9;0.00;NA;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;24;O04;Obstétrique autre;472;981;29.8;0.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;25;X22;Douleur et soins palliatifs;421;2253;57.0;16.4;1.90;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;26;X09;ORL, Stomato;415;1017;50.7;22.9;11.57;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;28;O03;IVG;311;0;29.2;0.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;29;K03;Neurologie médicale avec Acte classant non opératoire, ou anesthésie;265;0;52.9;6.4;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;33;O02;Césariennes;207;1506;31.9;0.0;8.70;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;34;C17;Chirurgie Gynécologique;192;254;46.6;7.8;3.13;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;35;C10;Arthroscopies, Biopsies ostéo-articulaires;184;20;52.8;2.7;1.09;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;36;C16;Chirurgie Ophtalmologique et greffe de cornée;178;37;73.0;46.1;0.56;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;38;X23;Chimiothérapie (hors séances);156;423;63.3;17.9;5.77;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;40;C13;Stimulateurs, Défibrillateurs cardiaques;147;649;82.6;76.9;11.56;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;43;X13;Appareil génital masculin;127;646;65.2;34.6;39.37;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;44;C15;Chirurgie ORL stomato;118;159;33.8;4.2;1.69;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;45;X10;Ophtalmologie;106;386;61.2;35.8;8.49;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;46;X11;Gynécologie, Sénologie (hors Obstétrique);95;280;43.4;14.7;9.47;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;47;K12;Explorations nocturnes, séjours de moins de 2 jours;94;94;59.4;9.6;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;48;K04;Aff. Cardio-vasculaire avec Acte classant non opératoire, ou anesthésie;91;0;71.5;31.9;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;49;K06;Mise en place d'accès vasculaire;84;5;64.4;17.9;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;50;C22;Chirurgie de la Thyroide, Parathyroide, du Tractus Thyréoglosse, endocrinologie;80;154;58.6;11.3;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;51;C23;Parages de plaies, Greffes de peau, des Tissus S/C;70;92;66.8;45.7;4.29;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;52;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;61;6;56.0;9.8;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;53;K15;Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein...);42;0;49.0;11.9;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;54;K08;Traumatologie avec acte classant non opératoire ou anesthésie;39;0;25.7;0.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;55;K13;Dialyse (hors Séances);37;267;57.6;24.3;24.32;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;56;C20;Chirurgie de l'appareil génital masculin;36;10;11.4;0.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;57;C18;Chirurgie du sein;31;46;61.8;32.3;6.45;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;58;C21;Chir. pour Aff. des Org. Hématopoiétiques, Lymphomes, Leucémies, Tumeurs SID;29;115;63.1;20.7;20.69;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;59;N03;Mort-nés, décès et transferts précoces de nouveau-nés;25;18;0.0;0.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;60;K07;Endoscopies bronchiques, avec ou sans anesthésie;24;0;65.0;16.7;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;61;K09;ORL Stomato avec Acte classant non opératoire et endoscopies;24;2;54.1;0.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH LES CHANAUX MACON;62;C19;Chirurgie Urologique;16;170;68.4;43.8;37.50;0 à 10 ;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;3;X06;Rhumatologie;37;568;78.6;70.3;75.68;19;CH ALIGRE BOURBON LANCY;CH;17;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;3;X06;Rhumatologie;37;568;78.6;70.3;75.68;19;Autres ES Effectif<11;;0 à 10 (2);1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;6;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;26;337;83.8;80.8;65.38;19;CH ALIGRE BOURBON LANCY;CH;17;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;6;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;26;337;83.8;80.8;65.38;19;Autres ES Effectif<11;;0 à 10;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;5;X03;Neurologie médicale;26;348;82.5;76.9;15.38;11;CH ALIGRE BOURBON LANCY;CH;11;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;1;X08;Pneumologie;52;636;82.0;75.0;55.77;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;2;X22;Douleur et soins palliatifs;51;1159;78.6;68.6;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;4;X07;Affections Cardio-vasculaires;27;308;85.5;85.2;59.26;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;7;X20;Psychiatrie;22;277;80.4;68.2;59.09;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;8;X16;Affections et traumatismes de la peau, gelures;19;264;81.7;68.4;63.16;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;9;X12;Uro-Néphrologie médicale (hors Séances);18;349;79.0;77.8;88.89;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;10;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);18;291;82.8;72.2;72.22;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;11;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;17;150;84.9;94.1;41.18;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;12;X19;Fièvre, Infection, Septicémie, VIH;17;242;81.8;76.5;88.24;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;13;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;15;247;84.7;80.0;46.67;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;14;X02;Hépato-Gastro-Entérologie;13;107;81.7;76.9;46.15;0 à 10;;;;1;1
GHT bourgogne méridionale;CH ALIGRE BOURBON LANCY;15;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;13;189;75.1;69.2;84.62;0 à ;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;18;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;337;2459;78.1;62.3;44.81;185;CH DU PAYS CHAROLAIS BRIONNAIS;CH;70;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;18;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;337;2459;78.1;62.3;44.81;185;CH PAYS CHAROLAIS BRIONNAIS CHAROLLES;CH;49;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;18;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;337;2459;78.1;62.3;44.81;185;CRF LE BOURBONNAIS;PSPH/EBNL;31;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;18;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;337;2459;78.1;62.3;44.81;185;Autres ES Effectif<11;;35;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;1;X08;Pneumologie;1363;8116;65.5;42.8;37.27;137;CH DU PAYS CHAROLAIS BRIONNAIS;CH;72;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;1;X08;Pneumologie;1363;8116;65.5;42.8;37.27;137;CH PAYS CHAROLAIS BRIONNAIS CHAROLLES;CH;43;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;1;X08;Pneumologie;1363;8116;65.5;42.8;37.27;137;Autres ES Effectif<11;;22;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;2;X07;Affections Cardio-vasculaires;1311;5089;72.3;51.7;27.99;99;CH DU PAYS CHAROLAIS BRIONNAIS;CH;66;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;2;X07;Affections Cardio-vasculaires;1311;5089;72.3;51.7;27.99;99;CH PAYS CHAROLAIS BRIONNAIS CHAROLLES;CH;18;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;2;X07;Affections Cardio-vasculaires;1311;5089;72.3;51.7;27.99;99;Autres ES Effectif<11;;1;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;7;X03;Neurologie médicale;639;2852;65.6;38.5;21.28;96;CH DU PAYS CHAROLAIS BRIONNAIS;CH;49;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;7;X03;Neurologie médicale;639;2852;65.6;38.5;21.28;96;CH PAYS CHAROLAIS BRIONNAIS CHAROLLES;CH;24;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;7;X03;Neurologie médicale;639;2852;65.6;38.5;21.28;96;CRF LE BOURBONNAIS;PSPH/EBNL;11;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;7;X03;Neurologie médicale;639;2852;65.6;38.5;21.28;96;Autres ES Effectif<11;;12;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;15;X06;Rhumatologie;360;2155;68.8;50.0;41.11;85;CH DU PAYS CHAROLAIS BRIONNAIS;CH;61;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;15;X06;Rhumatologie;360;2155;68.8;50.0;41.11;85;CH PAYS CHAROLAIS BRIONNAIS CHAROLLES;CH;14;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;15;X06;Rhumatologie;360;2155;68.8;50.0;41.11;85;Autres ES Effectif<11;;0 à 10 (10);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;27;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;188;806;67.9;55.3;39.89;68;CH DU PAYS CHAROLAIS BRIONNAIS;CH;43;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;27;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;188;806;67.9;55.3;39.89;68;CH PAYS CHAROLAIS BRIONNAIS CHAROLLES;CH;18;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;27;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;188;806;67.9;55.3;39.89;68;Autres ES Effectif<11;;0 à 10 (7);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;4;X02;Hépato-Gastro-Entérologie;1176;5585;56.3;30.7;22.53;66;CH DU PAYS CHAROLAIS BRIONNAIS;CH;48;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;4;X02;Hépato-Gastro-Entérologie;1176;5585;56.3;30.7;22.53;66;CH PAYS CHAROLAIS BRIONNAIS CHAROLLES;CH;15;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;4;X02;Hépato-Gastro-Entérologie;1176;5585;56.3;30.7;22.53;66;Autres ES Effectif<11;;0 à 10 (3);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;17;X20;Psychiatrie;344;1693;62.3;46.2;34.88;50;CH DU PAYS CHAROLAIS BRIONNAIS;CH;38;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;17;X20;Psychiatrie;344;1693;62.3;46.2;34.88;50;Autres ES Effectif<11;;12;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;13;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;426;1032;62.6;32.2;7.51;43;CH DU PAYS CHAROLAIS BRIONNAIS;CH;30;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;13;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;426;1032;62.6;32.2;7.51;43;Autres ES Effectif<11;;13;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;10;C11;Chirurgies autres de l'appareil locomoteur, amputations;503;939;59.3;23.1;7.36;37;CH DU PAYS CHAROLAIS BRIONNAIS;CH;16;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;10;C11;Chirurgies autres de l'appareil locomoteur, amputations;503;939;59.3;23.1;7.36;37;Autres ES Effectif<11;;21;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;12;X12;Uro-Néphrologie médicale (hors Séances);427;1755;61.7;37.0;29.04;37;CH DU PAYS CHAROLAIS BRIONNAIS;CH;28;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;12;X12;Uro-Néphrologie médicale (hors Séances);427;1755;61.7;37.0;29.04;37;Autres ES Effectif<11;;0 à 10 (9);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;20;X16;Affections et traumatismes de la peau, gelures;333;1374;65.0;47.1;31.53;37;CH DU PAYS CHAROLAIS BRIONNAIS;CH;27;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;20;X16;Affections et traumatismes de la peau, gelures;333;1374;65.0;47.1;31.53;37;Autres ES Effectif<11;;0 à 10 (10);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;43;C06;Chir. Digestive majeure : oesophage, estomac, grêle, côlon, rectum;76;1171;71.8;42.1;86.84;27;CH DU PAYS CHAROLAIS BRIONNAIS;CH;18;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;43;C06;Chir. Digestive majeure : oesophage, estomac, grêle, côlon, rectum;76;1171;71.8;42.1;86.84;27;Autres ES Effectif<11;;0 à 10 (9);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;46;C02;Chirurgie du rachis, Neuro-chirurgie;68;525;56.9;10.3;17.65;24;Autres ES Effectif<11;;24;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;14;C07;Chir. Viscérale autre : rate, grêle, colon, proctologie, hernies;381;1114;52.7;13.1;10.76;23;CENTRE SSR DU CHALONNAIS;Privé;14;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;14;C07;Chir. Viscérale autre : rate, grêle, colon, proctologie, hernies;381;1114;52.7;13.1;10.76;23;Autres ES Effectif<11;;0 à 10 (9);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;24;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;247;1391;75.5;61.9;34.01;23;CH DU PAYS CHAROLAIS BRIONNAIS;CH;16;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;24;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;247;1391;75.5;61.9;34.01;23;Autres ES Effectif<11;;0 à 10 (7);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;35;X04;Commotions cérébrales, Traumatismes crâniens;116;634;66.7;62.9;30.17;21;CH DU PAYS CHAROLAIS BRIONNAIS;CH;14;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;35;X04;Commotions cérébrales, Traumatismes crâniens;116;634;66.7;62.9;30.17;21;Autres ES Effectif<11;;0 à 10 (7);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;38;X22;Douleur et soins palliatifs;99;562;66.1;34.3;11.11;18;CH DU PAYS CHAROLAIS BRIONNAIS;CH;16;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;38;X22;Douleur et soins palliatifs;99;562;66.1;34.3;11.11;18;Autres ES Effectif<11;;0 à 10 (2);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;19;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);335;1090;54.9;26.3;22.69;15;Autres ES Effectif<11;;15;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;29;X19;Fièvre, Infection, Septicémie, VIH;157;939;56.0;40.8;43.31;13;Autres ES Effectif<11;;13;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;22;X09;ORL, Stomato;273;776;46.6;26.0;16.48;12;CH DU PAYS CHAROLAIS BRIONNAIS;CH;11;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;22;X09;ORL, Stomato;273;776;46.6;26.0;16.48;12;Autres ES Effectif<11;;0 à 10 (1);1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;32;C08;Chir. hépato-biliaire et pancréatique;143;680;58.3;20.3;20.28;12;Autres ES Effectif<11;;12;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;16;X21;Effets nocifs, alcool, toxicologie, allergies;358;727;47.4;9.5;6.15;11;Autres ES Effectif<11;;11;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;33;C25;Chirurgie inter spécialités;126;524;63.6;31.7;26.19;11;Autres ES Effectif<11;;11;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;3;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;1255;62;61.7;13.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;5;S02;Chimiothérapie pour tumeur;1085;0;69.2;27.8;0.00;NA;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;6;S03;Chimiothérapie pour aff. Non tumorale;756;0;58.6;19.6;0.00;NA;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;8;N02;Aff. médicales des nouveau-nés, prématurés et de la période périnatale;599;1963;0.0;0.0;1.34;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;9;O01;Accouchements par voie basse;510;1706;29.5;0.0;1.76;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;11;C16;Chirurgie Ophtalmologique et greffe de cornée;500;18;75.8;51.4;0.20;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;21;K09;ORL Stomato avec Acte classant non opératoire et endoscopies;309;9;28.7;1.9;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;23;C19;Chirurgie Urologique;260;1126;64.5;24.6;20.77;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;25;O04;Obstétrique autre;224;147;30.8;0.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;26;S05;Transfusion;213;0;76.0;60.1;0.00;NA;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;28;C20;Chirurgie de l'appareil génital masculin;179;650;58.8;29.6;20.67;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;30;C17;Chirurgie Gynécologique;154;247;47.5;7.1;2.60;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;31;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;154;11;61.2;14.9;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;34;K05;Cathétérismes vasculaires diagnostiques et interventionnels;118;75;61.3;17.8;1.69;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;36;O03;IVG;108;3;28.5;0.0;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;37;C10;Arthroscopies, Biopsies ostéo-articulaires;99;37;53.2;5.1;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;39;O02;Césariennes;91;433;31.1;0.0;1.10;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;40;X13;Appareil génital masculin;91;566;73.8;53.8;56.04;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;41;C15;Chirurgie ORL stomato;86;6;24.5;3.5;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;42;K06;Mise en place d'accès vasculaire;81;1;68.9;29.6;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;44;K12;Explorations nocturnes, séjours de moins de 2 jours;73;73;65.7;23.3;0.00;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;45;X23;Chimiothérapie (hors séances);73;123;67.2;17.8;1.37;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;47;C14;Chirurgie vasculaire;68;201;66.5;27.9;7.35;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;48;X10;Ophtalmologie;56;131;60.7;41.1;12.50;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;49;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;52;133;37.3;5.8;19.23;0 à 10;;;;1;1
GHT bourgogne méridionale;CH DU PAYS CHAROLAIS BRIONNAIS;50;C23;Parages de plaies, Greffes de peau, des Tissus S/C;38;24;55.2;28.9;2.63;0 à 10;;;;1;1
